rank,category,priority_score,date,type,title,chapter,selection_decision,production_issues,coverage_signals,next_action,catalog_url,pdf_url,source_note
289,Promote Leads,65,1994-01-01,Scout Lead,Bosnia - July 1994 [4],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361491,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-004-006-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1994 [4], NAID 120361491."
290,Promote Leads,65,1994-01-01,Scout Lead,Bosnia Post-Bihac (Mid-Nov. - Early-Dec. 1994): Bosnia DC 12/23/1994 [1],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361443,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-002-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia Post-Bihac (Mid-Nov. - Early-Dec. 1994): Bosnia DC 12/23/1994 [1], NAID 120361443."
291,Promote Leads,65,1994-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1994 Meetings [1],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482483,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/4824/40482483/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_022/42-t-7585486-20080994F-022-010-2016/42_t_7585486_20080994F_022_010_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1994 Meetings [1], NAID 40482483."
292,Promote Leads,65,1994-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1994 Meetings [3],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482485,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4824/40482485/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_023/42-t-7585486-20080994F-023-002-2016/42_t_7585486_20080994F_023_002_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1994 Meetings [3], NAID 40482485."
293,Promote Leads,65,1994-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1994 Meetings [4],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482486,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/86/4824/40482486/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_023/42-t-7585486-20080994F-023-003-2016/42_t_7585486_20080994F_023_003_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1994 Meetings [4], NAID 40482486."
294,Promote Leads,65,1994-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1994 Meetings [5],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482487,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/87/4824/40482487/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_023/42-t-7585486-20080994F-023-004-2016/42_t_7585486_20080994F_023_004_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1994 Meetings [5], NAID 40482487."
295,Promote Leads,65,1994-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1994 Meetings [8],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482490,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/90/4824/40482490/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_023/42-t-7585486-20080994F-023-007-2016/42_t_7585486_20080994F_023_007_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1994 Meetings [8], NAID 40482490."
296,Promote Leads,65,1994-01-01,Scout Lead,"DC0156 DC Meeting on Bosnia-Hercegovina, December 19, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051335,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-026-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0156 DC Meeting on Bosnia-Hercegovina, December 19, 1994, NAID 41051335."
297,Promote Leads,65,1994-01-01,Scout Lead,"PC0060 PC Meeting on Bosnia-Hercegovina, February 18, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051424,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-001-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0060 PC Meeting on Bosnia-Hercegovina, February 18, 1994, NAID 41051424."
298,Promote Leads,65,1994-01-01,Scout Lead,"PC0062 PC Meeting on Bosnia-Hercegovina, February 28, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051425,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0062 PC Meeting on Bosnia-Hercegovina, February 28, 1994, NAID 41051425."
299,Promote Leads,65,1994-01-01,Scout Lead,"PC0064 PC Meeting on Bosnia-Hercegovina, March 8, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051426,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-003-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0064 PC Meeting on Bosnia-Hercegovina, March 8, 1994, NAID 41051426."
300,Promote Leads,65,1994-01-01,Scout Lead,"PC0069 PC Meeting on Bosnia-Hercegovina, April 10, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051427,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-004-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0069 PC Meeting on Bosnia-Hercegovina, April 10, 1994, NAID 41051427."
301,Promote Leads,65,1994-01-01,Scout Lead,"PC0070 PC Meeting on Bosnia-Hercegovina, April 18, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051428,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-005-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0070 PC Meeting on Bosnia-Hercegovina, April 18, 1994, NAID 41051428."
302,Promote Leads,65,1994-01-01,Scout Lead,"PC0072 PC Meeting on Bosnia-Hercegovina, April 23, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051429,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-006-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0072 PC Meeting on Bosnia-Hercegovina, April 23, 1994, NAID 41051429."
303,Promote Leads,65,1994-01-01,Scout Lead,"PC0076 PC Meeting on Bosnia-Hercegovina, May 20, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051430,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-007-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0076 PC Meeting on Bosnia-Hercegovina, May 20, 1994, NAID 41051430."
304,Promote Leads,65,1994-01-01,Scout Lead,"PC0078 PC Meeting on Bosnia-Hercegovina, May 23, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051431,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0078 PC Meeting on Bosnia-Hercegovina, May 23, 1994, NAID 41051431."
305,Promote Leads,65,1994-01-01,Scout Lead,"PC0080 PC Meeting on Bosnia-Hercegovina, May 31, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051432,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0080 PC Meeting on Bosnia-Hercegovina, May 31, 1994, NAID 41051432."
306,Promote Leads,65,1994-01-01,Scout Lead,"PC0085 PC Meeting on Bosnia-Hercegovina, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051433,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-010-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0085 PC Meeting on Bosnia-Hercegovina, 1994, NAID 41051433."
307,Promote Leads,65,1994-01-01,Scout Lead,"PC0090 PC Meeting on Bosnia-Hercegovina, July 27, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051434,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-011-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0090 PC Meeting on Bosnia-Hercegovina, July 27, 1994, NAID 41051434."
308,Promote Leads,65,1994-01-01,Scout Lead,"PC0094 PC Meeting on Bosnia-Hercegovina, August 5, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051435,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-012-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0094 PC Meeting on Bosnia-Hercegovina, August 5, 1994, NAID 41051435."
309,Promote Leads,65,1994-01-01,Scout Lead,"PC0095 PC Meeting on Bosnia-Hercegovina and the Eastern Mediterranean, August 17, 1994 [1]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-013-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0095 PC Meeting on Bosnia-Hercegovina and the Eastern Mediterranean, August 17, 1994 [1], NAID 41051436."
310,Promote Leads,65,1994-01-01,Scout Lead,"PC0095 PC Meeting on Bosnia-Hercegovina and the Eastern Mediterranean, August 17, 1994 [2]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051437,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-014-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0095 PC Meeting on Bosnia-Hercegovina and the Eastern Mediterranean, August 17, 1994 [2], NAID 41051437."
311,Promote Leads,65,1994-01-01,Scout Lead,"PC0098 PC Meeting on Bosnia-Hercegovina, September 13, 1994 [1]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051438,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-015-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0098 PC Meeting on Bosnia-Hercegovina, September 13, 1994 [1], NAID 41051438."
312,Promote Leads,65,1994-01-01,Scout Lead,"PC0098 PC Meeting on Bosnia-Hercegovina, September 13, 1994 [2]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051439,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-016-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0098 PC Meeting on Bosnia-Hercegovina, September 13, 1994 [2], NAID 41051439."
313,Promote Leads,65,1994-01-01,Scout Lead,"PC0103 PC Meeting on Bosnia-Hercegovina, October 18, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051440,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-017-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0103 PC Meeting on Bosnia-Hercegovina, October 18, 1994, NAID 41051440."
314,Promote Leads,65,1994-01-01,Scout Lead,"PC0106 PC Meeting on Bosnia-Hercegovina, November 7, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051441,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-018-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0106 PC Meeting on Bosnia-Hercegovina, November 7, 1994, NAID 41051441."
315,Promote Leads,65,1994-01-01,Scout Lead,"PC0108 PC Meeting on Bosnia-Hercegovina, November 17, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051442,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-019-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0108 PC Meeting on Bosnia-Hercegovina, November 17, 1994, NAID 41051442."
316,Promote Leads,65,1994-01-01,Scout Lead,"PC0110 PC Meeting on Bosnia-Hercegovina, November 28, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051443,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-020-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0110 PC Meeting on Bosnia-Hercegovina, November 28, 1994, NAID 41051443."
317,Promote Leads,65,1994-01-01,Scout Lead,"PC0111 PC Meeting on Bosnia-Hercegovina, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051444,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-021-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0111 PC Meeting on Bosnia-Hercegovina, 1994, NAID 41051444."
318,Promote Leads,65,1994-01-01,Scout Lead,"PC0112 PC Meeting on Bosnia-Hercegovina, December 12, 1994",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051445,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-022-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, PC0112 PC Meeting on Bosnia-Hercegovina, December 12, 1994, NAID 41051445."
319,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - February 1995 [4],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361555,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-006-012-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - February 1995 [4], NAID 120361555."
320,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - July 1995: Mid.-Late [1],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361671,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: Mid.-Late [1], NAID 120361671."
321,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - June 1995: Early [1],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361629,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-012-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Early [1], NAID 120361629."
322,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - June 1995: Mid.-Late [5],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361649,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-010-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Mid.-Late [5], NAID 120361649."
323,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - June 1995: Mid.-Late [6],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361651,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-010-010-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Mid.-Late [6], NAID 120361651."
324,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - June 1995: Mid.-Late [7],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361653,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-010-011-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Mid.-Late [7], NAID 120361653."
325,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - May 1995: Mid.-Late [5],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361623,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - May 1995: Mid.-Late [5], NAID 120361623."
326,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - September 1995 (Early): Early-Mid. [1],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361743,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-014-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Early): Early-Mid. [1], NAID 120361743."
327,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [6],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361767,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-015-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [6], NAID 120361767."
328,Promote Leads,65,1995-01-01,Scout Lead,Bosnia - September 1995 [2],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361711,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-012-010-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 [2], NAID 120361711."
329,Promote Leads,65,1995-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1995 Meetings [2],Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/40482494,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4824/40482494/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_024/42-t-7585486-20080994F-024-002-2016/42_t_7585486_20080994F_024_002_2016_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1995 Meetings [2], NAID 40482494."
330,Promote Leads,65,1995-01-01,Scout Lead,"DC0160 DC Meeting on Bosnia-Hercegovina, January 6, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051336,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-027-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0160 DC Meeting on Bosnia-Hercegovina, January 6, 1995, NAID 41051336."
331,Promote Leads,65,1995-01-01,Scout Lead,"DC0163 DC Meeting on Bosnia-Hercegovina, January 11, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051337,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-028-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0163 DC Meeting on Bosnia-Hercegovina, January 11, 1995, NAID 41051337."
332,Promote Leads,65,1995-01-01,Scout Lead,"DC0165 DC Meeting on Bosnia-Hercegovina and Croatia, January 25, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051338,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-029-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0165 DC Meeting on Bosnia-Hercegovina and Croatia, January 25, 1995, NAID 41051338."
333,Promote Leads,65,1995-01-01,Scout Lead,"DC0168 DC Meeting on Bosnia-Hercegovina and Croatia, February 2, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051339,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-001-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0168 DC Meeting on Bosnia-Hercegovina and Croatia, February 2, 1995, NAID 41051339."
334,Promote Leads,65,1995-01-01,Scout Lead,"DC0176 DC Meeting on Bosnia-Hercegovina and Croatia, February 22, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051340,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0176 DC Meeting on Bosnia-Hercegovina and Croatia, February 22, 1995, NAID 41051340."
335,Promote Leads,65,1995-01-01,Scout Lead,"DC0178 DC Meeting on Bosnia-Hercegovina and Croatia, February 28, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051341,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-003-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0178 DC Meeting on Bosnia-Hercegovina and Croatia, February 28, 1995, NAID 41051341."
336,Promote Leads,65,1995-01-01,Scout Lead,"DC0179 DC Meeting on Bosnia-Hercegovina and Croatia, March 2, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051342,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-004-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0179 DC Meeting on Bosnia-Hercegovina and Croatia, March 2, 1995, NAID 41051342."
337,Promote Leads,65,1995-01-01,Scout Lead,"DC0181 DC Meeting on Bosnia-Hercegovina, March 9, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051343,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-005-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0181 DC Meeting on Bosnia-Hercegovina, March 9, 1995, NAID 41051343."
338,Promote Leads,65,1995-01-01,Scout Lead,"DC0196 DC Meeting on Bosnia-Hercegovina and Croatia, April 27, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051344,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-006-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0196 DC Meeting on Bosnia-Hercegovina and Croatia, April 27, 1995, NAID 41051344."
339,Promote Leads,65,1995-01-01,Scout Lead,"DC0198 DC Meeting on Bosnia-Hercegovina and Croatia, May 4, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051345,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-007-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0198 DC Meeting on Bosnia-Hercegovina and Croatia, May 4, 1995, NAID 41051345."
