date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1995-09-21,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 98-100",Secret,98-100,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-09-25,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 101-102",Secret,101-102,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-09-29,,Release Packet,"Summary of Conclusions, SVTS Meeting of the NSC Deputies Committee",Bill Clinton,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 103-104",Secret; Secret,103-104,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-10-02,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 105",Secret,105,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-10-13,,Release Packet,Memorandum from Strobe Talbott to Ambassador Holbrooke,Bill Clinton; Strobe Talbott,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000010 / F-2017-13804; 1-3",Secret; Secret,1-3,https://foia.state.gov/search/results.aspx?searchText=C09000010,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000010/C09000010.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000010. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-10-19,,Release Packet,"Dissent Channel Message: Bringing Russia into IFOR: Wrong Assumption, Wrong Objective",Bill Clinton; Strobe Talbott,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000055 / F-2017-13804; 1-5",Confidential; Confidential,1-5,https://foia.state.gov/search/results.aspx?searchText=C09000055,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000055/C09000055.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000055. Confidential.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-10-21,,Memcon,Memorandum of Conversation - President Vaclav Havel of the Czech Republic,Bill Clinton; Vaclav Havel,United States; Russia; Czech Republic; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101427,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101427,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0773-M, Item 101427. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-10-23,,Memcon,Memorandum of Conversation - Clinton-Yeltsin One-on-One at Hyde Park,Bill Clinton; Boris Yeltsin,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"National Archives and Records Administration, National Archives Catalog; 2014-0948-M / NAID 163545436; 5-16",Secret; Secret; Nodis,5-16,https://catalog.archives.gov/id/163545436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Clinton NSC Records Management Office, 2014-0948-M, NAID 163545436. Secret; Nodis.",Verify Washington time and final chronological placement against the source image or PDF.
1995-10-23,,Memcon,Memorandum of Conversation - Lunch with President Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"National Archives and Records Administration, National Archives Catalog; 2014-0948-M / NAID 163545436; 31-35",Secret,31-35,https://catalog.archives.gov/id/163545436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Clinton NSC Records Management Office, 2014-0948-M, NAID 163545436. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1995-10-24,,Memcon,Memorandum of Conversation - Presidents Izetbegovic and Tudjman,Bill Clinton; Alija Izetbegovic; Franjo Tudjman,United States; Russia; Bosnia and Herzegovina; Croatia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 37-43",Secret,37-43,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1995-11-07,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 106-108",Secret,106-108,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-11-20,,Context,Presidential Daily Diary reference: Dayton calls with Christopher and Tudjman,Bill Clinton; Warren Christopher; Franjo Tudjman,United States; Croatia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870847; pages 38-40",Unclassified diary record,pages 38-40,https://catalog.archives.gov/id/147870847,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-010-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [11/01/1995-11/30/1995], NAID 147870847, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1995-11-21,,Telcon,Memorandum of Telephone Conversation - President Lech Walesa of Poland,Bill Clinton; Lech Walesa,United States; Poland,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101446,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101446,https://clinton.presidentiallibraries.us/files/original/4cd21c7557486b30f58af921b469a5b4.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0769-M, Item 101446. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-11-21,,Context,"Presidential Daily Diary reference: Dayton conference call with Tudjman, Izetbegovic, Milosevic, and Christopher",Bill Clinton; Franjo Tudjman; Alija Izetbegovic; Slobodan Milosevic; Warren Christopher; Lech Walesa; Aleksander Kwasniewski,United States; Croatia; Bosnia and Herzegovina; Serbia; Poland,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870847; pages 41-42",Unclassified diary record,pages 41-42,https://catalog.archives.gov/id/147870847,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-010-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [11/01/1995-11/30/1995], NAID 147870847, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1995-11-22,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 109-111",Secret,109-111,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-12-03,,Memcon,Memorandum of Conversation with Spanish Prime Minister Felipe Gonzalez,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2015-0548-M; 1-10",Confidential; Confidential,1-10,https://clinton.presidentiallibraries.us/items/show/118881,https://clinton.presidentiallibraries.us/files/original/af632a0ca106bdddd19d802cd3a5ba6e.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118881. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-12-14,,Memcon,Memorandum of Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; Russia; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2017-0775-M; 1-6",No classification marking; No classification marking,1-6,https://clinton.presidentiallibraries.us/items/show/118556,https://clinton.presidentiallibraries.us/files/original/28b500a860ad0aecee40dd23978f6a85.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2017-0775-M, Item 118556. No classification marking.",Verify Washington time and final chronological placement against the source image or PDF.
1995-12-14,,Memcon,Memorandum of Conversation - Pull-Aside with President Alija Izetbegovic,Bill Clinton; Alija Izetbegovic,United States; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 55-57",Confidential,55-57,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-12-14,,Memcon,Memorandum of Conversation - Pull-Aside with President Franjo Tudjman,Bill Clinton; Franjo Tudjman,United States; Bosnia and Herzegovina; Croatia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 52-53",Confidential,52-53,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-12-14,,Memcon,Memorandum of Conversation - Pull-Aside with President Slobodan Milosevic,Bill Clinton; Slobodan Milosevic,United States; Bosnia and Herzegovina; Serbia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 59-61",Confidential; Confidential,59-61,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-12-14,,Memcon,"Memorandum of Conversation - Quadrilateral Meeting with Tudjman, Izetbegovic, and Milosevic",Bill Clinton; Alija Izetbegovic; Slobodan Milosevic; Franjo Tudjman,United States; Bosnia and Herzegovina; Serbia; Croatia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 47-50",Confidential; Confidential,47-50,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-12-14,,Release Packet,Note from Strobe Talbott to Assistant Secretary Holbrooke,Bill Clinton; Strobe Talbott,United States,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000068 / F-2017-13804; 1-1",Unclassified; Unclassified,1-1,https://foia.state.gov/search/results.aspx?searchText=C09000068,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000068/C09000068.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000068. Unclassified.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-12-20,,Release Packet,Letter From Michael Nacht to Strobe Talbott with Attachments,Bill Clinton; Strobe Talbott,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000051 / F-2017-13804; 1-4",Confidential; Confidential; Eyes Only,1-4,https://foia.state.gov/search/results.aspx?searchText=C09000051,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000051/C09000051.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000051. Confidential; Eyes Only.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-12-29,,Telcon,Memorandum of Telephone Conversation with Prime Minister Gonzalez of Spain,Bill Clinton,United States; Russia; Bosnia and Herzegovina; Croatia,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118882,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118882,https://clinton.presidentiallibraries.us/files/original/ae9e3a0518a1b5a26c056728119ef124.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118882. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1996-01-12,,Telcon,Memorandum of Telephone Conversation with NATO Secretary General Javier Solana,Bill Clinton; Javier Solana,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118893,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118893,https://clinton.presidentiallibraries.us/files/original/f8b6890c6d7dfef3a11f9ca3a7c5cbe8.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118893. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1996-01-12,,Context,Presidential Daily Diary reference: secure voice call with NATO Secretary General Javier Solana,Bill Clinton; Javier Solana,United States,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870851; page 21",Unclassified diary record,page 21,https://catalog.archives.gov/id/147870851,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-012-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [01/01/1996-01/31/1996], NAID 147870851, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1996-01-13,,Memcon,Memorandum of Conversation - President Arpad Goncz of Hungary and President Michal Kovac of Slovakia,Bill Clinton,United States; Hungary,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101453,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101453,https://clinton.presidentiallibraries.us/files/original/37bfb089f2eb05cc971a5706efdfad91.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Item 101453. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1996-01-13,,Context,Presidential Daily Diary reference: call with Slobodan Milosevic,Bill Clinton; Slobodan Milosevic,United States; Serbia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870851; page 22",Unclassified diary record,page 22,https://catalog.archives.gov/id/147870851,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-012-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [01/01/1996-01/31/1996], NAID 147870851, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1996-02-01,,Memcon,Memorandum of Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; Russia; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118557,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118557,https://clinton.presidentiallibraries.us/files/original/68af641d3dc8eaa3c5cc901c5e408010.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2017-0775-M, Item 118557. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1996-02-20,,Memcon,Memorandum of Conversation with NATO Secretary General Javier Solana,Bill Clinton; Javier Solana,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118892,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118892,https://clinton.presidentiallibraries.us/files/original/117489cc862f24878cd36e7bb915cb76.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118892. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1996-02-23,,Context,Presidential Daily Diary reference: conference call with Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870853; page 36",Unclassified diary record,page 36,https://catalog.archives.gov/id/147870853,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-013-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [02/01/1996-02/29/1996], NAID 147870853, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1996-06-03,,Memcon,Memorandum of Conversation - Former President Lech Walesa of Poland,Bill Clinton; Lech Walesa,United States; Poland,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 118499,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118499,https://clinton.presidentiallibraries.us/files/original/d38254e42b9f25ea4c5737c005187a37.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0780-M, Item 118499. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1996-06-25,,Memcon,"Memorandum of Conversation - President Guntis Ulmanis of Latvia, President Algirdas Brazauskas of Lithuania, and President Lennart Meri of Estonia",Bill Clinton,United States,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101467,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/101467,https://clinton.presidentiallibraries.us/files/original/6fef6ada21b09fbd2afda36dbf939461.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2014-0656-M, Item 101467. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1996-07-27,,Memcon,Memorandum of Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Germany; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118559,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118559,https://clinton.presidentiallibraries.us/files/original/7f7c0abad83939010beb7d34b1acaba1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2017-0775-M, Item 118559. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-02-27,,Telcon,"Telephone call with President Boris Yeltsin of Russia, February 27, 1997, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 87-89",Confidential; Confidential,87-89,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-03-05,,Telcon,Museum of Telephone Conversation - Chancellor Helmut Kohl of Germany,Bill Clinton; Helmut Kohl,United States; Germany,European Security Architecture,Include candidate,Pending review,William J. Clinton Presidential Library; 101474,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/101474,https://clinton.presidentiallibraries.us/files/original/5324211d8de2a99a37b628367fdee5d1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0776-M, Item 101474. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1997-03-21,,Memcon,Helsinki Afternoon Meeting with President Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 124-127",Secret; Secret,124-127,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1997-03-21,,Memcon,Helsinki Morning Meeting with President Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 105-115",Secret; Secret,105-115,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1997-03-21,,Memcon,Helsinki Private Dinner with President Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 128-133",Confidential; Confidential,128-133,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-03-21,,Memcon,Helsinki Working Lunch with President Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 116-123",Secret; Secret,116-123,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1997-05-19,,Memcon,Memorandum of Conversation with NATO Secretary General Solana,Bill Clinton,United States; Russia; Bosnia and Herzegovina; Ukraine,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118891,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118891,https://clinton.presidentiallibraries.us/files/original/a583efc92629c4b4c49c328f66efb044.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118891. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-05-27,,Memcon,"Meeting with President Boris Yeltsin of Russia, May 27, 1997, Paris, France",Bill Clinton; Boris Yeltsin,United States; Russia; France,NATO-Russia and Partnership,Context candidate,Released with minor excisions,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 143-150",Confidential; Confidential,143-150,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
